DISTRITO,TARIFA,CARTERA,consumo_promedio,consumo_std,importe_promedio,importe_std,consumo_minimo,consumo_maximo,total_registros
ABELARDO PARDO LEZAMETA,BT5B,C,44.41145795078956,53.72316618398178,38.413183988248335,51.442777668444144,0.3,559.0,2723
ABELARDO PARDO LEZAMETA,BT5B,COMÚN,43.97727272727273,42.45429652727641,41.10113636363636,43.77230398773846,1.0,203.0,88
ACO,BT5B,C,29.02853287536801,44.136953040644364,24.706771344455287,41.58209953802727,0.5,628.0,4076
ACO,BT5B,COMÚN,28.975609756097562,37.74632005295386,26.893902439024398,37.61170470332089,1.0,406.0,164
ACOBAMBA,BT5B,C,24.249413193039256,58.51642811435975,20.837140833670542,55.429097341518315,0.7,1529.0,9884
ACOBAMBA,BT5B,COMÚN,26.645569620253166,46.76181809022265,24.827531645569618,47.8665423288836,1.0,496.0,316
ACOPAMPA,BT5B,C,65.55211736617241,158.14904038824852,64.60640236240273,150.69974211175,0.1,3652.0,15916
ACOPAMPA,BT5B,COMÚN,61.74248120300752,144.4678117266744,66.4823308270677,150.77266853771783,1.0,2004.0,532
ACOPAMPA,BT6,C,300.0,0.0,107.14197530864197,3.420155851621787,300.0,300.0,81
ACOPAMPA,BT6,COMÚN,300.0,0.0,111.86666666666667,0.057735026918967494,300.0,300.0,3
ACOPAMPA,MT3,M,5038.593703703704,1359.999591060878,4788.737037037036,1189.7268976043163,2517.6,9495.0,27
ACOPAMPA,MT3,MAYOR,5488.0,0.0,5130.0,0.0,5488.0,5488.0,1
ACOPAMPA,MT4,M,1699.4348148148147,134.9495250100762,1301.3629629629634,125.77948697911496,1410.9125,1994.9575,27
ACOPAMPA,MT4,MAYOR,1808.0,0.0,1347.9,0.0,1808.0,1808.0,1
ACORIA,BT5B,C,3.1666666666666665,0.752772652709081,5.783333333333334,0.32506409624359717,2.0,4.0,6
ACZO,BT5B,C,23.78315849486887,44.74746497631015,19.718830428408346,41.63217179032996,0.48,1307.0,12278
ACZO,BT5B,COMÚN,23.560411311053986,32.59600531839728,22.823393316195386,31.792295357929582,1.0,339.0,389
ACZO,MT3,M,1410.7978111111117,645.8568618453343,851.0703703703704,362.5985230483453,365.7758,2400.0,54
ACZO,MT3,MAYOR,646.0,322.44069222106566,411.59999999999997,172.8168973219922,418.0,874.0,2
ACZO,MT4,M,7735.105555555555,973.1915318023451,5002.02962962963,602.5706985745546,6027.0,9381.825,27
ACZO,MT4,MAYOR,8115.0,0.0,5168.2,0.0,8115.0,8115.0,1
AGALLPAMPA,BT5B,C,30.339191830044754,186.48733809274808,28.859429700140993,176.21161689139655,0.1,8175.0,47589
AGALLPAMPA,BT5B,COMÚN,29.286815728604473,178.71131478249433,29.969545104086357,182.54553517638556,1.0,5732.0,1297
AGALLPAMPA,BT5D,COMÚN,220.0,0.0,95.4,0.0,220.0,220.0,1
AGALLPAMPA,MT2,M,230.39783793103445,37.20864780586644,335.3620689655173,50.016900099531384,150.9897,326.3076,29
AGALLPAMPA,MT2,MAYOR,226.0,0.0,308.3,0.0,226.0,226.0,1
AGALLPAMPA,MT4,M,6832.035284210528,846.7405891427995,4994.515789473684,648.5606381854427,5524.9128,8832.8016,19
AGALLPAMPA,MT4,MAYOR,6980.0,0.0,4704.0,0.0,6980.0,6980.0,1
AIJA,BT5B,C,62.00449751420454,162.46988892623344,58.418492542613926,156.23153884454615,0.1,2247.0,11264
AIJA,BT5B,COMÚN,62.49602122015915,171.11681219266052,63.0106100795756,173.40449328486886,1.0,2397.0,377
AIJA,MT3,M,1920.9141251366116,2285.3214018363515,1353.5256830601095,1404.7939414992586,77.9,8736.6583,183
AIJA,MT3,MAYOR,1316.4285714285713,1643.5105574291126,992.7142857142859,999.5022785176154,109.0,4889.0,7
AIJA,MT4,M,487.85848024691336,337.9461892380566,499.5176954732511,278.2990622945145,56.4546,2343.97,243
AIJA,MT4,MAYOR,556.2222222222222,223.13492430465573,573.988888888889,241.65856308252583,296.0,972.0,9
ALFONSO UGARTE,BT5B,C,27.00544121126094,91.03401198513572,27.198864442867233,85.49509432398142,0.5,1544.0,4227
ALFONSO UGARTE,BT5B,COMÚN,21.425,37.52995449340073,22.67625000000001,37.569649344740924,1.0,300.0,160
ALTO TRUJILLO,BT5B,C,50.17717415660401,141.71895519648675,50.263923814266136,130.56715165490547,1.0,3397.0,8033
AMARILIS,BT5B,C,107.96491228070175,122.41877261974288,109.30350877192983,119.94227773170171,1.0,595.0,57
AMASHCA,BT5B,C,24.620729103111653,43.499713971748484,25.80208968883468,41.8634490133196,1.0,1229.6,6556
AMASHCA,BT5B,COMÚN,24.360730593607308,48.991503770200985,27.573972602739733,48.918340571178184,1.0,628.0,219
AMASHCA,MT3,M,412.23907766990294,206.9722153084326,425.65631067961175,182.21711175855032,118.9,905.28,103
AMASHCA,MT3,MAYOR,498.0,351.0527025960632,484.375,321.8088084044106,171.0,928.0,4
AMASHCA,MT4,M,750.6507777777779,180.72100858533472,670.8740740740739,107.44625191700864,472.689,1079.94,54
AMASHCA,MT4,MAYOR,729.5,212.83914113715082,712.85,142.340595052852,579.0,880.0,2
ANGASMARCA,BT5B,C,22.561791250734,66.33632391870832,21.466432765707992,62.654575870591714,0.5,2911.0,34060
ANGASMARCA,BT5B,COMÚN,21.39076376554174,46.22980341192287,22.16829484902312,47.60706425755752,1.0,782.0,1126
ANGASMARCA,MT3,M,2926.8577413793105,940.9151700689812,1597.306896551724,438.42051644106857,541.0161,4049.9375,29
ANGASMARCA,MT3,MAYOR,2893.0,0.0,1522.7,0.0,2893.0,2893.0,1
ANGASMARCA,MT4,M,1607.6296551724138,171.09211959982997,1016.2241379310348,104.13943830671185,1352.88,1943.1,29
ANGASMARCA,MT4,MAYOR,1448.0,0.0,907.9,0.0,1448.0,1448.0,1
ANRA,BT5B,C,33.272424534079974,79.93009103335419,28.246679499518773,77.34084947437202,1.0,1290.0,11429
ANRA,BT5B,COMÚN,38.206434316353885,82.88347022119451,36.02091152815016,85.99203790490053,1.0,879.0,373
ANRA,MT3,M,37.083340740740745,2.5903840030536687,37.98888888888888,2.363233334834247,29.8741,43.9264,27
ANRA,MT3,MAYOR,33.0,0.0,42.6,0.0,33.0,33.0,1
ANRA,MT4,M,2685.8706888888887,314.9038472301827,1467.6518518518517,168.45740929516506,2250.9,3688.2,27
ANRA,MT4,MAYOR,1739.0,0.0,942.7,0.0,1739.0,1739.0,1
ANTA,BT5B,C,51.559056146241346,122.28527673491857,49.87532798607251,115.37943234462178,0.1,3617.0,16083
ANTA,BT5B,COMÚN,45.94824399260629,96.1545876376295,47.32125693160815,95.24012990122586,1.0,1464.0,541
ANTA,MT3,M,5331.001985714286,2326.2718168041047,2985.764285714286,1195.3717788990837,2739.6,8780.4,28
ANTA,MT3,MAYOR,3047.0,0.0,2275.6,0.0,3047.0,3047.0,1
ANTA,MT4,M,4001.6870259259267,2883.505766896315,3701.2288888888893,3746.871059842408,995.4944,15497.1558,135
ANTA,MT4,MAYOR,5796.6,7804.123768880142,4847.24,7017.829077998409,1202.0,19666.0,5
ANTONIO RAYMONDI,BT5B,C,34.454597801430836,146.56359834518835,31.656866166463228,135.09497778536445,0.2,14130.6,11462
ANTONIO RAYMONDI,BT5B,COMÚN,33.379120879120876,64.87907126285218,33.32417582417583,66.21079384120047,1.0,742.0,364
ANTONIO RAYMONDI,MT3,M,1975.7777777777778,145.02736986602366,1080.6814814814816,119.03735366241796,1456.08,2165.04,27
ANTONIO RAYMONDI,MT3,MAYOR,2338.0,0.0,1241.1,0.0,2338.0,2338.0,1
ANTONIO RAYMONDI,MT4,M,959.5339666666667,177.0621826623804,558.9555555555555,116.30952184492408,271.4693,1114.1901,27
ANTONIO RAYMONDI,MT4,MAYOR,1065.0,0.0,649.1,0.0,1065.0,1065.0,1
AQUIA,BT5B,C,40.9778908968459,113.09540747013936,33.74054327084992,99.25175541575526,0.01,2179.0,17818
AQUIA,BT5B,COMÚN,33.276315789473685,58.173993110133594,28.81759868421053,53.20813042030185,1.0,651.0,608
AQUIA,MT3,M,399.34783703703715,72.53360416047039,337.41851851851857,55.6032929091091,291.4176,527.6184,27
AQUIA,MT3,MAYOR,383.0,0.0,312.1,0.0,383.0,383.0,1
ARANCAY,BT5B,C,28.366462640027716,92.89612259696007,25.127012357085142,89.01741212703092,0.94,1907.0,8659
ASCOPE,BT3,M,2346.5589999999993,1691.8192876489043,7157.674074074073,1591.0867008703863,81.138,5125.503,27
ASCOPE,BT3,MAYOR,2232.0,0.0,8118.4,0.0,2232.0,2232.0,1
ASCOPE,BT5B,C,84.8163487010494,210.90692402004188,80.77953352956186,201.22456157951248,0.1,7922.0,62512
ASCOPE,BT5B,COMÚN,77.20612951062778,175.59516857392606,81.52254078101825,177.41035985100504,1.0,4265.0,2023
ASCOPE,MT3,M,7722.6020614814815,7010.609947573512,4752.408888888886,4114.8674062435075,870.0053,23401.7648,135
ASCOPE,MT3,MAYOR,6931.0,7445.011047674812,4220.44,4181.197652945863,979.0,19429.0,5
ASUNCION,BT5B,C,24.81994411653899,64.88181214340929,26.03927539871915,72.9991921041785,0.1,2466.0,31852
ASUNCION,BT5B,COMÚN,25.73572120038722,61.81331963571695,28.00387221684415,64.1862003730143,1.0,864.0,1033
ATAQUERO,BT5B,C,27.227788061082837,43.638648653334954,25.794794076816228,39.6225251479686,0.2,908.0,8644
ATAQUERO,BT5B,COMÚN,28.25357142857143,36.459581216300315,30.01107142857143,35.69875833300337,1.0,296.0,280
ATAQUERO,MT3,M,487.0997115384616,67.64711142143071,485.976923076923,73.38573871096376,385.81,604.75,26
ATAQUERO,MT3,MAYOR,603.0,0.0,673.5,0.0,603.0,603.0,1
ATAQUERO,MT4,M,1036.3886153846154,446.43281387797475,843.4384615384616,281.8489008619386,489.36,1864.27,78
ATAQUERO,MT4,MAYOR,903.0,406.90416562134135,764.2666666666668,234.90766980525206,552.0,1349.0,3
AYACUCHO,BT5B,C,2.0,0.0,7.4,0.0,2.0,2.0,1
BALSAS,BT5B,C,24.19286235852501,33.9875025923699,22.520043811610016,31.144796094242786,1.0,435.0,5478
BALSAS,BT5D,C,5529.1,1755.346157500868,2896.859999999999,1634.4022462199996,1950.0,9480.0,50
BAMBAMARCA,BT5B,C,29.50509502628386,95.71729695730748,29.476546704407607,94.31573647664223,0.3,1489.0,2473
BAMBAMARCA,BT5B,COMÚN,35.48148148148148,104.03246021207889,36.79259259259259,107.30217702565238,1.0,922.0,81
BOLIVAR,BT5B,C,35.90907924107143,116.98957783278985,35.12656648596965,112.98043035649152,1.0,2329.0,25088
BOLIVAR,BT5B,COMÚN,35.64988009592326,103.67817602397854,37.38741007194245,107.82146740283244,1.0,1790.0,834
BOLIVAR,BT6,C,1000.0,0.0,341.3586206896551,10.962159499236432,1000.0,1000.0,29
BOLIVAR,MT3,M,1684.0883730769235,161.92408161075375,1062.0346153846153,81.95250303588138,1208.27,1931.1062,26
BOLIVAR,MT3,MAYOR,1550.0,0.0,1121.9,0.0,1550.0,1550.0,1
BOLOGNESI,BT5B,C,36.20369266649391,56.45675019266363,32.47039388442608,56.790157199778236,0.2,2043.0,7718
BOLOGNESI,BT5B,COMÚN,38.34230769230769,60.96788617980081,37.41461538461538,62.162908544349804,1.0,673.0,260
BOLOGNESI,BT5D,C,6046.133333333333,686.9789302261845,3355.236666666666,596.0079908532431,4850.0,8304.0,30
BOLOGNESI,BT5D,COMÚN,6000.0,0.0,3285.1,0.0,6000.0,6000.0,1
BREÃ±A,BT5B,C,8.0,1.224744871391589,13.459999999999999,1.085357084097211,7.0,10.0,5
BUENA VISTA ALTA,BT2,M,6194.6521216216215,2366.2734564615557,4784.697297297299,2127.9041318064965,1131.024,11407.5,37
BUENA VISTA ALTA,BT2,MAYOR,6354.0,2934.493141924172,4930.8,2765.0703571518757,4279.0,8429.0,2
BUENA VISTA ALTA,BT3,M,6451.888235294117,2178.0136176348715,7597.458823529411,1056.3590139358537,2988.3,10926.3,17
BUENA VISTA ALTA,BT5B,C,75.33236551478448,305.97783601464454,71.71585545065822,322.3426273868187,0.4,11761.0,44912
BUENA VISTA ALTA,BT5B,COMÚN,76.8468286099865,451.9495157358458,79.67665317138999,506.50771717436925,1.0,11391.0,1482
BUENA VISTA ALTA,MT2,M,10860.145680497919,10938.090722821418,5996.251037344397,6138.193222426504,0.547,49139.2321,241
BUENA VISTA ALTA,MT2,MAYOR,11185.111111111111,9489.250384572593,5999.911111111111,5131.661276196151,2250.0,32336.0,9
BUENA VISTA ALTA,MT3,M,11750.081095876285,34606.883636054765,8839.234020618556,21280.32337664023,39.5556,334868.7525,194
BUENA VISTA ALTA,MT3,MAYOR,7733.375,13153.922097746035,7959.424999999999,11551.487177075636,1644.0,40188.0,8
BUENOS AIRES,BT5B,C,147.66666666666666,9.71253485622231,149.00000000000003,14.673786150820101,137.0,156.0,3
BULDIBUYO,BT5B,C,48.55083880584989,82.72539416018472,43.80200233673092,81.04694949335882,0.1,1786.0,24821
BULDIBUYO,BT5B,COMÚN,38.884715025906736,60.24735803322444,38.54326424870471,64.47640209165637,1.0,904.0,772
CABANA,MT3,M,1428.070522222222,551.4862719222916,961.7722222222225,357.9490368577927,760.96,2201.0511,54
CABANA,MT3,MAYOR,1244.5,675.2869760331529,743.35,382.3326365875663,767.0,1722.0,2
CABANA,MT4,M,879.7852861111108,342.0798638251429,816.8787037037039,238.5845926709983,183.9158,2332.2051,108
CABANA,MT4,MAYOR,842.75,315.653158809898,831.7249999999999,206.6095411640034,613.0,1298.0,4
CACERES DEL PERU,BT5B,C,40.526925364787225,68.28005724424214,36.4728786415172,67.02100934769165,0.1,1329.0,39338
CACERES DEL PERU,BT5B,COMÚN,39.66978193146417,60.51733316205133,38.973987538940726,62.99037655027387,1.0,996.0,1284
CACERES DEL PERU,MT3,M,2893.923037037038,1804.61005972678,1684.7981481481486,942.3022634255334,929.675,5463.6258,54
CACERES DEL PERU,MT3,MAYOR,2604.5,2175.7675657110067,1554.05,1050.2657020963788,1066.0,4143.0,2
CACHACHI,BT5B,C,35.03749139414803,56.04477681852633,32.093076592082994,55.379828521929866,0.8,1150.0,23240
CACHACHI,BT5B,COMÚN,33.06159895150721,61.25625046953971,32.29580602883353,63.77275937287463,1.0,1187.0,763
CACHACHI,MT3,M,51597.3564837838,19777.012460655536,31100.883783783782,11834.40873065377,1864.268,71401.855,37
CACHACHI,MT3,MAYOR,65011.0,0.0,38772.8,0.0,65011.0,65011.0,1
CACHICADAN,BT5B,C,37.555007097517205,126.74776929674442,35.399603610359605,122.09027198312471,0.6,3622.0,37337
CACHICADAN,BT5B,COMÚN,36.3289817232376,122.7542218981606,36.88894691035683,124.25388372853887,1.0,2856.0,1149
CAJABAMBA,BT5B,C,68.38180919499766,194.60450662984178,66.42075675502848,184.35722557474043,0.1,10290.0,249962
CAJABAMBA,BT5B,COMÚN,68.07811507684491,177.80516498981797,71.89258224310908,177.5682642073411,1.0,7451.0,7873
CAJABAMBA,BT5D,C,5462.0,0.0,1620.6,0.0,5462.0,5462.0,1
CAJABAMBA,BT6,C,1000.0,0.0,336.509375,3.8634231332396913,1000.0,1000.0,32
CAJABAMBA,MT3,M,4159.587572516559,6281.248861804233,2976.2632450331116,3736.8804946153437,57.8736,31895.4226,302
CAJABAMBA,MT3,MAYOR,3829.3636363636365,7329.414837116634,2715.736363636364,4341.6263727485175,78.0,25102.0,11
CAJACAY,BT5B,C,41.25923998738569,76.58462774217864,37.61668243456334,74.39524357124678,0.1,1404.0,12684
CAJACAY,BT5B,COMÚN,45.265446224256294,93.0975764157735,45.3784897025172,96.80745073545346,1.0,823.0,437
CAJACAY,MT4,M,939.9172925925924,68.01308074184601,570.9296296296296,52.16663253323478,793.7363,1168.7032,27
CAJACAY,MT4,MAYOR,925.0,0.0,555.9,0.0,925.0,925.0,1
CAJAMARCA,BT3,M,7711.968886482934,10065.536563475232,6243.544881889759,6668.805810398159,0.066,57465.0,762
CAJAMARCA,BT3,MAYOR,6687.2962962962965,6578.686008705658,5439.81851851852,4635.998673428249,857.0,32702.0,27
CAJAMARCA,BT4,M,4617.139504530746,3195.9883702924153,3309.745954692557,1839.8017585254993,84.589,18565.938,309
CAJAMARCA,BT4,MAYOR,3943.7,1226.8669265880287,3085.9900000000007,929.5485648062363,1288.0,5653.0,10
CAJAMARCA,BT5A,M,2350.55,245.0124996811387,2541.95,349.0986178717987,2177.3,2523.8,2
CAJAMARCA,BT5A,MAYOR,4202.0,0.0,3418.3,0.0,4202.0,4202.0,1
CAJAMARCA,BT5B,C,112.02353162723674,240.54774405359993,112.09657078706022,232.71007651381746,0.04,16449.0,1764574
CAJAMARCA,BT5B,COMÚN,112.751580737146,233.72090845208916,120.150826234037,250.42765760349286,1.0,10748.0,56461
CAJAMARCA,BT5D,C,1832.2794701986757,2915.5466244786844,1083.023841059602,1811.16809257483,43.0,11147.0,151
CAJAMARCA,BT5D,COMÚN,440.75,573.1651158261466,259.95,326.718160907328,104.0,1297.0,4
CAJAMARCA,BT6,C,641.4917332023094,1099.5028204062428,221.19469352659183,359.2521302166544,30.0,14800.0,8141
CAJAMARCA,BT6,COMÚN,660.2676579925651,1133.728238660685,237.8338289962822,384.37284974356027,30.0,14800.0,269
CAJAMARCA,MT2,M,3160.8107159420283,4694.974437887346,2292.4807971014498,3072.3831841204756,2.6753,32920.2252,276
CAJAMARCA,MT2,MAYOR,4626.545454545455,8218.53334073223,3277.527272727273,5286.975834650829,16.0,28163.0,11
CAJAMARCA,MT3,M,10646.854008871276,19154.410588557486,6611.617850703205,10787.029911172309,15.58,141140.21,2773
CAJAMARCA,MT3,MAYOR,10278.274509803921,18685.33101477785,6506.5568627450975,10707.867029251931,174.0,110487.0,102
CAJAMARCA,MT4,M,6052.712273111779,4436.114506963055,4274.271601208454,3492.278357554794,384.0905,19550.0,331
CAJAMARCA,MT4,MAYOR,5722.636363636364,4411.617237991693,4093.709090909091,3589.7300702015314,567.0,16270.0,11
CAJAMARQUILLA,BT5B,C,27.119929683576093,75.19078920921497,25.159316926167772,71.2152864027283,0.9,1545.0,1991
CAJAMARQUILLA,BT5B,COMÚN,18.38235294117647,20.235206065921094,17.66470588235294,17.97801945416383,1.0,88.0,68
CAJAY,BT5B,C,30.247097022463805,158.67292257454147,28.8629178892686,185.73804409391025,0.4,5859.0,20789
CAJAY,BT5B,COMÚN,33.33577712609971,204.24121276384298,34.118035190615856,200.59018766973395,1.0,4346.0,682
CAJAY,MT4,M,179.20000000000002,19.625101665586733,150.11481481481482,12.02093378248333,93.6,194.4,27
CAJAY,MT4,MAYOR,191.0,0.0,159.9,0.0,191.0,191.0,1
CALAMARCA,BT5B,C,25.89370940743221,70.45586886109034,24.233612320053616,69.50352828783254,0.2,1413.0,26883
CALAMARCA,BT5B,COMÚN,23.062975027144407,59.45374844152629,23.737785016286665,63.20743425146863,1.0,1157.0,921
CALAMARCA,MT3,M,2333.4318620689655,136.61658193487662,1270.2586206896547,71.89764807022242,2061.4056,2763.5208,29
CALAMARCA,MT3,MAYOR,2202.0,0.0,1152.3,0.0,2202.0,2202.0,1
CALLAO,BT5B,C,276.0,0.0,265.6,0.0,276.0,276.0,1
CALQUIS,BT5B,C,13.309994614970384,26.216652146492684,12.632277867528197,25.074102919434193,0.2,1983.0,27855
CALQUIS,BT5B,COMÚN,13.905084745762712,34.33627336631407,14.798870056497222,34.929047650379864,1.0,864.0,885
CANCHABAMBA,BT5B,C,20.644312964964705,55.69767416587253,18.188821771475713,52.735076700106994,0.4,1547.0,15727
CANCHABAMBA,MT4,M,959.1545454545453,148.7673027544399,647.5500000000001,99.0138121677981,785.16,1287.0,22
CANIS,BT5B,C,32.5456244963739,47.39394288600767,28.249758259468123,44.36200476408631,0.87,547.0,2482
CANIS,BT5B,COMÚN,27.23170731707317,32.649012153202214,25.940243902439022,30.87296495919814,1.0,226.0,82
CARABAMBA,BT5B,C,25.669370802179703,88.74697776571564,24.305373209986286,86.18374367318495,0.1,2635.0,47346
CARABAMBA,BT5B,COMÚN,22.35727788279773,69.68950423778479,23.01808443604286,73.04222366682595,1.0,1140.0,1587
CARABAMBA,MT3,M,1030.445296551724,944.4369445818644,637.6172413793101,504.74480827229166,143.244,2329.3824,29
CARABAMBA,MT3,MAYOR,2048.0,0.0,1167.9,0.0,2048.0,2048.0,1
CARAZ,BT3,M,7834.457777777776,456.8117796565952,6590.359259259258,268.4484841845241,6939.258,8768.904,27
CARAZ,BT3,MAYOR,7371.0,0.0,6615.2,0.0,7371.0,7371.0,1
CARAZ,BT4,M,5826.611299999999,7499.726255559768,7092.1462500000025,4152.871329481117,0.4,23586.906,80
CARAZ,BT4,MAYOR,5226.0,7402.669315861678,7271.0,4122.530799157235,225.0,13730.0,3
CARAZ,BT5B,C,98.53288815693963,229.3582191370305,96.9162616195534,219.80967446566146,0.4,24756.0,199771
CARAZ,BT5B,COMÚN,99.87348544453187,217.57505381341474,106.0162706530287,222.1680078398442,1.0,6520.0,6355
CARAZ,BT6,C,142.92237442922374,89.22599698973826,55.57922374429233,29.909062589735885,100.0,500.0,876
CARAZ,BT6,COMÚN,153.125,87.93096632421185,61.77812499999999,29.829880390522916,100.0,300.0,32
CARAZ,MT2,M,1359.9278333333334,431.76615837401306,900.4333333333334,205.23022032179702,861.8731,1628.4007,3
CARAZ,MT3,M,10962.71888711864,17533.141724321973,7207.544406779658,10199.440328731174,1.728,118697.6153,295
CARAZ,MT3,MAYOR,11851.23076923077,19328.414218251524,7479.907692307694,11449.07835588099,2.0,65047.0,13
CARAZ,MT4,M,7035.275540740736,7375.091832740076,4896.887037037038,4520.936004929555,166.1018,32655.2051,216
CARAZ,MT4,MAYOR,7979.555555555556,7166.9437020097885,5215.355555555555,4603.512929848006,310.0,20917.0,9
CARHUAPAMPA,BT5B,C,24.426937119675458,59.409005466882874,21.7112576064909,54.38209308332962,0.28,2507.0,4930
CARHUAPAMPA,BT5B,COMÚN,21.83125,39.56989228929191,21.73749999999999,39.490996904079125,1.0,397.0,160
CARHUAZ,BT4,M,698.32,393.59671407842484,3573.868,268.16916725579523,11.4,1579.2,25
CARHUAZ,BT4,MAYOR,873.0,0.0,3990.2,0.0,873.0,873.0,1
CARHUAZ,BT5B,C,67.43982543984892,204.75625084208292,66.25723862531387,192.28282808679214,0.04,8923.0,144993
CARHUAZ,BT5B,COMÚN,81.44260544580887,217.1234642033324,86.0985851575013,218.05969057164876,1.0,5464.0,3746
CARHUAZ,BT5D,COMÚN,870.0,0.0,498.9,0.0,870.0,870.0,1
CARHUAZ,BT6,C,300.0,0.0,106.93944444444452,3.376082441310879,300.0,300.0,180
CARHUAZ,BT6,COMÚN,300.0,0.0,111.8,0.0,300.0,300.0,6
CARHUAZ,MT3,M,1203.421731868132,985.5956762993283,1050.612087912087,645.2352987650805,47.355,5333.075,273
CARHUAZ,MT3,MAYOR,868.4615384615385,805.1228286608008,893.6230769230768,643.1859660495375,88.0,2700.0,13
CARHUAZ,MT4,M,3447.8409392473127,1951.2761650177101,2276.9134408602154,1276.314073599056,331.075,7831.9328,186
CARHUAZ,MT4,MAYOR,3521.4285714285716,1911.4772522094752,2393.557142857143,1170.5458411315963,400.0,5856.0,7
CASA GRANDE,BT3,M,5420.7553333333335,440.9187893517178,3625.9814814814813,208.49944666415607,4596.224,6384.676,27
CASA GRANDE,BT3,MAYOR,4863.0,0.0,3594.9,0.0,4863.0,4863.0,1
CASA GRANDE,BT5B,C,102.48843854065487,173.78006059622865,102.46437683868436,172.98551371787138,0.0001,11746.0,217207
CASA GRANDE,BT5B,COMÚN,90.7654355016538,141.26636217508093,97.63714167585408,148.50019838635976,1.0,4661.0,7256
CASA GRANDE,BT6,C,1945.5,1063.3988919449891,668.3216666666666,364.4569199120129,891.0,3000.0,60
CASA GRANDE,BT6,COMÚN,1945.5,1491.2882015224288,698.45,533.5120664052502,891.0,3000.0,2
CASA GRANDE,MT2,M,3270.666848148149,2586.9973206637083,1950.4092592592588,918.675653496784,607.5103,7248.9424,54
CASA GRANDE,MT2,MAYOR,3426.0,3983.839605205009,2172.0,1224.7089450151004,609.0,6243.0,2
CASA GRANDE,MT3,M,26177.659445925932,41294.39577286492,17230.543703703705,25463.88585945543,626.6457,175984.4028,135
CASA GRANDE,MT3,MAYOR,13428.6,17716.402747171902,8863.9,10687.236001885614,1056.0,43893.0,5
CASA GRANDE,MT4,M,6586.081028571427,2060.5220380417436,4175.828571428571,1106.084309195108,3527.3963,8599.6634,7
CASCA,BT5B,C,17.178818008505644,41.85144629169843,15.070001466490817,39.07885668587355,0.7,2910.0,34095
CASCA,BT5B,COMÚN,17.471958584987057,29.25341659118386,17.046764452113916,28.993032117565818,1.0,737.0,1159
CASCAPARA,BT5B,C,9.730514705882353,20.78067633032302,14.459595588235274,24.53674901166561,1.0,282.0,2720
CASCAPARA,BT5B,COMÚN,8.446808510638299,12.922945352611897,10.575531914893626,12.449784609012257,1.0,116.0,94
CASCAPARA,MT4,M,1735.8390055555556,1320.6157675839418,1185.4055555555558,758.8211575382738,362.85,4250.7775,108
CASCAPARA,MT4,MAYOR,1821.25,1501.928177377334,1451.525,975.5851146021722,540.0,3423.0,4
CASCAS,BT4,M,10239.119999999999,4964.987979038821,8296.080000000002,2519.607405331236,3163.6,14974.4,5
CASCAS,BT5B,C,49.36498173681898,129.2729764369365,45.56014164324035,127.68556412846756,0.1,9839.0,156873
CASCAS,BT5B,COMÚN,44.41287655050207,86.80310641194593,43.76580035440076,90.9603520109299,1.0,1964.0,5079
CASCAS,BT6,C,804.9406976744189,268.0648157916101,278.60348837209307,86.05914306647003,440.83,1000.0,86
CASCAS,BT6,COMÚN,720.5,395.2726906832801,258.05,138.9464825031566,441.0,1000.0,2
CASCAS,MT3,M,642.9059666666668,483.08730276217216,963.3468253968255,1145.4346120620949,0.96,1662.96,126
CASCAS,MT3,MAYOR,421.7142857142857,489.9648675451857,434.87142857142857,299.58767617224464,1.0,1418.0,7
CASHAPAMPA,BT5B,C,23.384204718616996,50.746209595702666,21.365062266827692,48.719306825816815,0.1,955.0,19031
CASHAPAMPA,BT5B,COMÚN,24.10580204778157,56.58164723552624,24.38054607508534,58.46580647592897,1.0,754.0,586
CASMA,BT2,M,5800.27771509434,4377.021738928221,4685.716981132074,2839.7539461217043,1.4,13812.0,53
CASMA,BT2,MAYOR,9076.0,83.43860018001261,6007.05,1485.5606365948174,9017.0,9135.0,2
CASMA,BT3,M,6053.566648148147,6734.875094048412,6145.161111111112,4821.244312955163,0.141,26905.719,108
CASMA,BT3,MAYOR,4175.0,3703.863928386139,4074.7333333333336,2638.6102977388177,1963.0,8451.0,3
CASMA,BT4,M,5420.590518518519,863.1155046537637,6167.929629629629,3369.4337492562136,4223.614,7769.192,27
CASMA,BT4,MAYOR,4690.0,0.0,4294.7,0.0,4690.0,4690.0,1
CASMA,BT5A,M,3118.836333333333,3282.406900366743,3218.407407407408,2922.148169170346,260.2,14700.442,54
CASMA,BT5A,MAYOR,2584.5,1799.5867581197635,2889.1,1083.8532742027403,1312.0,3857.0,2
CASMA,BT5B,C,127.0872631022612,302.41673554439006,124.42378054849436,286.947591375205,0.1,14781.0,291381
CASMA,BT5B,COMÚN,109.35828709035702,245.36260674702243,116.91610302586082,248.2833691177407,1.0,6262.0,9551
CASMA,BT5D,C,4216.7,2065.6422619103096,2112.0472222222234,1213.7941387784929,388.0,10476.0,180
CASMA,BT5D,COMÚN,3497.3333333333335,1907.8275253981076,2029.2499999999998,1207.0075024621844,396.0,6260.0,6
CASMA,BT6,C,498.61855036855025,833.4347237757693,173.92794840294835,275.17654314003164,70.0,6000.0,1628
CASMA,BT6,COMÚN,413.3921568627451,862.1133354363883,150.77647058823533,294.9263240799202,70.0,6000.0,51
